[ 0.0148354  0.9851646]
[ 0.09027138  0.90972862]
[ 0.31504901  0.68495099]
[ 0.27668059  0.72331941]
[ 0.0328242  0.9671758]
[ 0.19297598  0.80702402]
[ 0.5495786  0.4504214]
[ 0.29458973  0.70541027]
[ 0.18518214  0.81481786]
[ 0.25256332  0.74743668]
[ 0.32450087  0.67549913]
[ 0.20525309  0.79474691]
[ 0.31192738  0.68807262]
[ 0.12727603  0.87272397]
[ 0.32134675  0.67865325]
[ 0.08527088  0.91472912]
[ 0.09116057  0.90883943]
[ 0.07439058  0.92560942]
[ 0.02189644  0.97810356]
[ 0.09886193  0.90113807]
[ 0.11079992  0.88920008]
[ 0.10981336  0.89018664]
[ 0.59230228  0.40769772]
[ 0.28104576  0.71895424]
[ 0.21214514  0.78785486]
[ 0.09625924  0.90374076]
[ 0.34564831  0.65435169]
[ 0.32762761  0.67237239]
[ 0.1678882  0.8321118]
[ 0.13982278  0.86017722]
[ 0.38972825  0.61027175]
[ 0.74330898  0.25669102]
[ 0.51573094  0.48426906]
[ 0.06600042  0.93399958]
[ 0.03684117  0.96315883]
[ 0.01856301  0.98143699]
[ 0.37685233  0.62314767]
[ 0.10581096  0.89418904]
[ 0.25712286  0.74287714]
[ 0.50779061  0.49220939]
[ 0.31234743  0.68765257]
[ 0.21214514  0.78785486]
[ 0.21214514  0.78785486]
[ 0.50436371  0.49563629]
[ 0.10465026  0.89534974]
[ 0.10019491  0.89980509]
[ 0.3669174  0.6330826]
[ 0.15575842  0.84424158]
[ 0.08434088  0.91565912]
[ 0.11367333  0.88632667]
[ 0.17031328  0.82968672]
[ 0.14637383  0.85362617]
[ 0.08523579  0.91476421]
[ 0.23205236  0.76794764]
[ 0.34157843  0.65842157]
[ 0.08483666  0.91516334]
[ 0.21327962  0.78672038]
[ 0.31796151  0.68203849]
[ 0.15411609  0.84588391]
[ 0.01988476  0.98011524]
[ 0.42889631  0.57110369]
[ 0.48816921  0.51183079]
[ 0.9849073  0.0150927]
[ 0.41651689  0.58348311]
[ 0.21327962  0.78672038]
[ 0.14975089  0.85024911]
[ 0.00556497  0.99443503]
[ 0.09886193  0.90113807]
[ 0.09368099  0.90631901]
[ 0.16177511  0.83822489]
[ 0.00842972  0.99157028]
[ 0.58804526  0.41195474]
[ 0.25768357  0.74231643]
[ 0.14709865  0.85290135]
[ 0.11725484  0.88274516]
[ 0.52489247  0.47510753]
[ 0.33674446  0.66325554]
[ 0.55242421  0.44757579]
[ 0.35946489  0.64053511]
[ 0.44803936  0.55196064]
[ 0.13234647  0.86765353]
[ 0.23039077  0.76960923]
[ 0.20565576  0.79434424]
[ 0.21214514  0.78785486]
[ 0.08282474  0.91717526]
[ 0.31605282  0.68394718]
[ 0.3363871  0.6636129]
[ 0.63944481  0.36055519]
[ 0.33930011  0.66069989]
[ 0.39479281  0.60520719]
[ 0.2900918  0.7099082]
[ 0.21830509  0.78169491]
[ 0.79112292  0.20887708]
[ 0.24819172  0.75180828]
[ 0.06123488  0.93876512]
[ 0.12038095  0.87961905]
[ 0.45644724  0.54355276]
[ 0.46290037  0.53709963]
[ 0.29488803  0.70511197]
[ 0.4119255  0.5880745]
[ 0.22801438  0.77198562]
[ 0.20225567  0.79774433]
[ 0.12555509  0.87444491]
[ 0.18694084  0.81305916]
[ 0.10473032  0.89526968]
[ 0.36138268  0.63861732]
[ 0.6366007  0.3633993]
[ 0.11599905  0.88400095]
[ 0.14180553  0.85819447]
[ 0.34975365  0.65024635]
[ 0.0677663  0.9322337]
[ 0.26440698  0.73559302]
[ 0.06429268  0.93570732]
[ 0.2140325  0.7859675]
[ 0.08655675  0.91344325]
[ 0.05868634  0.94131366]
[ 0.50062541  0.49937459]
[ 0.16295912  0.83704088]
[ 0.08142637  0.91857363]
[ 0.25640398  0.74359602]
[ 0.29458973  0.70541027]
[ 0.54939075  0.45060925]
[ 0.21214514  0.78785486]
[ 0.20934651  0.79065349]
[ 0.04038043  0.95961957]
[ 0.14452898  0.85547102]
[ 0.77920125  0.22079875]
[ 0.10214373  0.89785627]
[ 0.0422117  0.9577883]
[ 0.23763838  0.76236162]
[ 0.62573718  0.37426282]
[ 0.05122914  0.94877086]
[ 0.01431371  0.98568629]
[ 0.17919987  0.82080013]
[ 0.37068815  0.62931185]
[ 0.43630316  0.56369684]
[ 0.26510112  0.73489888]
[ 0.44410687  0.55589313]
[ 0.27115865  0.72884135]
[ 0.67805807  0.32194193]
[ 0.35956808  0.64043192]
[ 0.2154541  0.7845459]
[ 0.56045094  0.43954906]
[ 0.52309754  0.47690246]
[ 0.22449255  0.77550745]
[ 0.21214514  0.78785486]
[ 0.31504901  0.68495099]
[ 0.13764896  0.86235104]
[ 0.04756519  0.95243481]
[ 0.04867446  0.95132554]
[ 0.18346478  0.81653522]
[ 0.11560933  0.88439067]
[ 0.36871617  0.63128383]
[ 0.12943254  0.87056746]
[ 0.35594109  0.64405891]
[ 0.10589673  0.89410327]
[ 0.19012511  0.80987489]
[ 0.31808028  0.68191972]
[ 0.10884256  0.89115744]
[ 0.02323297  0.97676703]
[ 0.0359653  0.9640347]
[ 0.06734421  0.93265579]
[ 0.08593071  0.91406929]
[ 0.09265705  0.90734295]
[ 0.45134454  0.54865546]
[ 0.06544859  0.93455141]
[ 0.27487017  0.72512983]
[ 0.21214514  0.78785486]
[ 0.63465662  0.36534338]
[ 0.22335128  0.77664872]
[ 0.5495786  0.4504214]
[ 0.06613134  0.93386866]
[ 0.11931888  0.88068112]
[ 0.22612441  0.77387559]
[ 0.12818407  0.87181593]
[ 0.38250776  0.61749224]
[ 0.19185607  0.80814393]
[ 0.25329035  0.74670965]
[ 0.25229167  0.74770833]
[ 0.64346939  0.35653061]
[ 0.38932762  0.61067238]
[ 0.09318046  0.90681954]
[ 0.29458973  0.70541027]
[ 0.21214514  0.78785486]
[ 0.04799038  0.95200962]
[ 0.21327962  0.78672038]
[ 0.58460631  0.41539369]
[ 0.71202352  0.28797648]
[ 0.20448106  0.79551894]
[ 0.23730997  0.76269003]
[ 0.27582928  0.72417072]
[ 0.32762761  0.67237239]
[ 0.20319128  0.79680872]
[ 0.2202828  0.7797172]
[ 0.06084713  0.93915287]
[ 0.05207944  0.94792056]
[ 0.0235209  0.9764791]
[ 0.09886193  0.90113807]
[ 0.13963095  0.86036905]
[ 0.15443681  0.84556319]
[ 0.06129951  0.93870049]
[ 0.1695067  0.8304933]
[ 0.34827378  0.65172622]
[ 0.36559387  0.63440613]
[ 0.99801228  0.00198772]
[ 0.35374601  0.64625399]
[ 0.23763838  0.76236162]
[ 0.5019046  0.4980954]
[ 0.30917106  0.69082894]
[ 0.35011344  0.64988656]
[ 0.02394314  0.97605686]
[ 0.0036216  0.9963784]
[ 0.31926736  0.68073264]
[ 0.23297748  0.76702252]
[ 0.23526884  0.76473116]
[ 0.51887145  0.48112855]
[ 0.05229093  0.94770907]
[ 0.19551633  0.80448367]
[ 0.12926829  0.87073171]
[ 0.29147035  0.70852965]
[ 0.59439267  0.40560733]
[ 0.77660606  0.22339394]
[ 0.03023981  0.96976019]
[ 0.12312259  0.87687741]
[ 0.22991743  0.77008257]
[ 0.32839319  0.67160681]
[ 0.01582516  0.98417484]
[ 0.02323297  0.97676703]
[ 0.09886193  0.90113807]
[ 0.08064684  0.91935316]
[ 0.21214514  0.78785486]
[ 0.10642795  0.89357205]
[ 0.00734983  0.99265017]
[ 0.10796879  0.89203121]
[ 0.079736  0.920264]
[ 0.29159017  0.70840983]
[ 0.01988476  0.98011524]
[ 0.21327962  0.78672038]
[ 0.2034967  0.7965033]
[ 0.65965878  0.34034122]
[ 0.26392292  0.73607708]
[ 0.27553163  0.72446837]
[ 0.3265349  0.6734651]
[ 0.33566535  0.66433465]
[ 0.74082358  0.25917642]
[ 0.21214514  0.78785486]
[ 0.11587759  0.88412241]
[ 0.12371531  0.87628469]
[ 0.19893335  0.80106665]
[ 0.11936665  0.88063335]
[ 0.07803571  0.92196429]
[ 0.23763838  0.76236162]
[ 0.48452347  0.51547653]
[ 0.06917147  0.93082853]
[ 0.33365604  0.66634396]
[ 0.26440698  0.73559302]
[ 0.2653958  0.7346042]
[ 0.61863757  0.38136243]
[ 0.21214514  0.78785486]
[ 0.02414856  0.97585144]
[ 0.42175455  0.57824545]
[ 0.17904972  0.82095028]
[ 0.240587  0.759413]
[ 0.44878105  0.55121895]
[ 0.21604738  0.78395262]
[ 0.00249141  0.99750859]
[ 0.20746251  0.79253749]
[ 0.16736369  0.83263631]
[ 0.11293119  0.88706881]
[ 0.0083752  0.9916248]
[ 0.22347621  0.77652379]
[ 0.27854381  0.72145619]
[ 0.71537254  0.28462746]
[ 0.41694349  0.58305651]
[ 0.43612179  0.56387821]
[ 0.24857761  0.75142239]
[ 0.40743033  0.59256967]
[ 0.38573472  0.61426528]
[ 0.08195373  0.91804627]
[ 0.60447517  0.39552483]
[ 0.37659257  0.62340743]
[ 0.12673785  0.87326215]
[ 0.24813923  0.75186077]
[ 0.33044283  0.66955717]
[ 0.36591479  0.63408521]
[ 0.39669477  0.60330523]
[ 0.40877509  0.59122491]
[ 0.16109629  0.83890371]
[ 0.20949844  0.79050156]
[ 0.32755381  0.67244619]
[ 0.23205236  0.76794764]
[ 0.0895447  0.9104553]
[ 0.70685453  0.29314547]
[ 0.28554045  0.71445955]
[ 0.0545528  0.9454472]
[ 0.6941155  0.3058845]
[ 0.35045095  0.64954905]
[ 0.40276334  0.59723666]
[ 0.11434659  0.88565341]
[ 0.27778003  0.72221997]
[ 0.19012511  0.80987489]
[ 0.38948388  0.61051612]
[ 0.70085528  0.29914472]
[ 0.64545432  0.35454568]
[ 0.62534677  0.37465323]
[ 0.27785937  0.72214063]
[ 0.25767747  0.74232253]
[ 0.81922123  0.18077877]
[ 0.01771498  0.98228502]
[ 0.24193067  0.75806933]
[ 0.16771615  0.83228385]
[ 0.2916742  0.7083258]
[ 0.09886193  0.90113807]
[ 0.28903658  0.71096342]
[ 0.24318828  0.75681172]
[ 0.08722213  0.91277787]
[ 0.13754586  0.86245414]
[ 0.31234743  0.68765257]
[ 0.06176549  0.93823451]
[ 0.51042176  0.48957824]
[ 0.21214514  0.78785486]
[ 0.23763838  0.76236162]
[ 0.30603026  0.69396974]
[ 0.36194531  0.63805469]
[  7.11752639e-04   9.99288247e-01]
[ 0.20641492  0.79358508]
[ 0.53898695  0.46101305]
[ 0.1300193  0.8699807]
[ 0.12199918  0.87800082]
[ 0.43346077  0.56653923]
[ 0.52195948  0.47804052]
[ 0.01770837  0.98229163]
[ 0.05256899  0.94743101]
[ 0.03388745  0.96611255]
[ 0.02323297  0.97676703]
[ 0.38775651  0.61224349]
[ 0.38264419  0.61735581]
[ 0.14753208  0.85246792]
[ 0.13855966  0.86144034]
[ 0.32820457  0.67179543]
[ 0.11097065  0.88902935]
[ 0.34221199  0.65778801]
[ 0.62677297  0.37322703]
[ 0.18155867  0.81844133]
[ 0.03246748  0.96753252]
[ 0.27563826  0.72436174]
[ 0.21214514  0.78785486]
[ 0.70685453  0.29314547]
[ 0.09058928  0.90941072]
[ 0.22616711  0.77383289]
[ 0.5495786  0.4504214]
[ 0.08537573  0.91462427]
[ 0.50543509  0.49456491]
[ 0.1521222  0.8478778]
[ 0.56750139  0.43249861]
[ 0.11898808  0.88101192]
[ 0.06313226  0.93686774]
[ 0.05398201  0.94601799]
[ 0.56014949  0.43985051]
[ 0.21711643  0.78288357]
[ 0.10735381  0.89264619]
[ 0.31504901  0.68495099]
[ 0.02402325  0.97597675]
[ 0.31234743  0.68765257]
[ 0.30354035  0.69645965]
[ 0.99704228  0.00295772]
[ 0.43225257  0.56774743]
[ 0.16629154  0.83370846]
[ 0.37703034  0.62296966]
[ 0.28080544  0.71919456]
[ 0.12472808  0.87527192]
[ 0.64875199  0.35124801]
[ 0.75535463  0.24464537]
[ 0.26468352  0.73531648]
[ 0.0044975  0.9955025]
[ 0.29335305  0.70664695]
[ 0.40193574  0.59806426]
[ 0.23212377  0.76787623]
[ 0.45745  0.54255]
[ 0.06438019  0.93561981]
[ 0.2457517  0.7542483]
[ 0.22801438  0.77198562]
[ 0.14297624  0.85702376]
[ 0.16629295  0.83370705]
[ 0.21214514  0.78785486]
[ 0.00422062  0.99577938]
[ 0.77540889  0.22459111]
[ 0.30468223  0.69531777]
[ 0.53751804  0.46248196]
[ 0.17067593  0.82932407]
[ 0.19669298  0.80330702]
[ 0.05237495  0.94762505]
[ 0.10906575  0.89093425]
[ 0.05672136  0.94327864]
[ 0.08801325  0.91198675]
[ 0.27115865  0.72884135]
[ 0.03575573  0.96424427]
[ 0.02321255  0.97678745]
[ 0.59894499  0.40105501]
[ 0.39604705  0.60395295]
[ 0.21214514  0.78785486]
[ 0.22715625  0.77284375]
[ 0.31234743  0.68765257]
[ 0.99704228  0.00295772]
[ 0.24529921  0.75470079]
[ 0.23019284  0.76980716]
[ 0.04693933  0.95306067]
[ 0.1425967  0.8574033]
[ 0.16059235  0.83940765]
[ 0.16209919  0.83790081]
[ 0.28681538  0.71318462]
[ 0.14577122  0.85422878]
[ 0.23763838  0.76236162]
[ 0.03845196  0.96154804]
[ 0.28616062  0.71383938]
[ 0.38769944  0.61230056]
[ 0.26559419  0.73440581]
[ 0.27450463  0.72549537]
[ 0.16216837  0.83783163]
[ 0.43789429  0.56210571]
[ 0.52620036  0.47379964]
[ 0.5495786  0.4504214]
[ 0.76133102  0.23866898]
[ 0.25701234  0.74298766]
[ 0.99704228  0.00295772]
[ 0.31666007  0.68333993]
[ 0.02390271  0.97609729]
[ 0.31234743  0.68765257]
[ 0.62108446  0.37891554]
[ 0.29910062  0.70089938]
[ 0.20572718  0.79427282]
[ 0.74207539  0.25792461]
[ 0.30039922  0.69960078]
[ 0.18233614  0.81766386]
[ 0.07674032  0.92325968]
[ 0.1420661  0.8579339]
[ 0.29450954  0.70549046]
[ 0.16970289  0.83029711]
[ 0.03986167  0.96013833]
[ 0.16267649  0.83732351]
[ 0.10231589  0.89768411]
[ 0.03424919  0.96575081]
[ 0.03576035  0.96423965]
[ 0.23270547  0.76729453]
[ 0.06239678  0.93760322]
[ 0.10124944  0.89875056]
[ 0.21214514  0.78785486]
[ 0.30057507  0.69942493]
[ 0.41527143  0.58472857]
[ 0.23192084  0.76807916]
[ 0.12553714  0.87446286]
[ 0.99704228  0.00295772]
[ 0.52111491  0.47888509]
[ 0.20011077  0.79988923]
[ 0.30744669  0.69255331]
[ 0.06463468  0.93536532]
[ 0.62757112  0.37242888]
[ 0.55594569  0.44405431]
[ 0.11112987  0.88887013]
[ 0.31234743  0.68765257]
[ 0.09886193  0.90113807]
[ 0.08395247  0.91604753]
[ 0.18730032  0.81269968]
[ 0.16299357  0.83700643]
[ 0.39290909  0.60709091]
[ 0.10254605  0.89745395]
[ 0.00249141  0.99750859]
[ 0.28699843  0.71300157]
[ 0.23763838  0.76236162]
[ 0.17262936  0.82737064]
[ 0.38948388  0.61051612]
[ 0.01344468  0.98655532]
[ 0.16558052  0.83441948]
[ 0.63024993  0.36975007]
[ 0.6895706  0.3104294]
[ 0.23205236  0.76794764]
[ 0.38746309  0.61253691]
[ 0.24164705  0.75835295]
[ 0.16166634  0.83833366]
[ 0.14934008  0.85065992]
[ 0.26059696  0.73940304]
[ 0.09625341  0.90374659]
[ 0.32561271  0.67438729]
[ 0.38979039  0.61020961]
[ 0.00710253  0.99289747]
[ 0.31423045  0.68576955]
[ 0.59894499  0.40105501]
[ 0.26658231  0.73341769]
[ 0.00708084  0.99291916]
[ 0.06281429  0.93718571]
[ 0.59643117  0.40356883]
[ 0.5495786  0.4504214]
[ 0.33535294  0.66464706]
[ 0.80915382  0.19084618]
[ 0.11560933  0.88439067]
[ 0.61818891  0.38181109]
[ 0.21214514  0.78785486]
[ 0.05259707  0.94740293]
[ 0.04638686  0.95361314]
[ 0.31234743  0.68765257]
[ 0.19973357  0.80026643]
[ 0.18583579  0.81416421]
[ 0.30371883  0.69628117]
[ 0.2589736  0.7410264]
[ 0.28897796  0.71102204]
[ 0.50174445  0.49825555]
[ 0.20934651  0.79065349]
[ 0.16558052  0.83441948]
[ 0.15552639  0.84447361]
[ 0.09361644  0.90638356]
[ 0.11761001  0.88238999]
[ 0.01778326  0.98221674]
[ 0.43666113  0.56333887]
[ 0.60709099  0.39290901]
[ 0.31632409  0.68367591]
[ 0.09934354  0.90065646]
[ 0.37432587  0.62567413]
[ 0.06129951  0.93870049]
[ 0.0820947  0.9179053]
[ 0.29450954  0.70549046]
[ 0.09565322  0.90434678]
[ 0.36632359  0.63367641]
[ 0.35956808  0.64043192]
[ 0.45535778  0.54464222]
[ 0.39115303  0.60884697]
[ 0.25024002  0.74975998]
[ 0.15835016  0.84164984]
[ 0.21214514  0.78785486]
[ 0.35956808  0.64043192]
[ 0.14026183  0.85973817]
[ 0.81628986  0.18371014]
[ 0.16924268  0.83075732]
[ 0.58998354  0.41001646]
[ 0.07736584  0.92263416]
[ 0.22801438  0.77198562]
[ 0.21214514  0.78785486]
[ 0.17817677  0.82182323]
[ 0.24019746  0.75980254]
[ 0.35265029  0.64734971]
[ 0.02056299  0.97943701]
[ 0.17735219  0.82264781]
[ 0.46630132  0.53369868]
[ 0.00422062  0.99577938]
[ 0.20425939  0.79574061]
[ 0.11402051  0.88597949]
[ 0.28669727  0.71330273]
[ 0.31234743  0.68765257]
[ 0.52524061  0.47475939]
[ 0.31663308  0.68336692]
[ 0.54165105  0.45834895]
[ 0.14302932  0.85697068]
[ 0.21214514  0.78785486]
[ 0.16106413  0.83893587]
[ 0.99704228  0.00295772]
[ 0.70869019  0.29130981]
[ 0.00249141  0.99750859]
[ 0.18320403  0.81679597]
[ 0.09886193  0.90113807]
[ 0.65868405  0.34131595]
[ 0.13336728  0.86663272]
[ 0.02770289  0.97229711]
[ 0.13933769  0.86066231]
[ 0.21214514  0.78785486]
[ 0.53946991  0.46053009]
[ 0.126873  0.873127]
[ 0.20948134  0.79051866]
[ 0.46388684  0.53611316]
[ 0.18679702  0.81320298]
[ 0.43199639  0.56800361]
[ 0.58587077  0.41412923]
[ 0.99704228  0.00295772]
[ 0.46163044  0.53836956]
[ 0.22801438  0.77198562]
[ 0.29040867  0.70959133]
[ 0.37965994  0.62034006]
[ 0.23851056  0.76148944]
[ 0.25081335  0.74918665]
[ 0.16032871  0.83967129]
[ 0.21214514  0.78785486]
[ 0.11454889  0.88545111]
[ 0.02433644  0.97566356]
[ 0.03114796  0.96885204]
[ 0.17899874  0.82100126]
[ 0.27733896  0.72266104]
[ 0.00643889  0.99356111]
[ 0.21214514  0.78785486]
[ 0.37401028  0.62598972]
[ 0.38830583  0.61169417]
[ 0.10129924  0.89870076]
[ 0.36858459  0.63141541]
[ 0.48394441  0.51605559]
[ 0.18915617  0.81084383]
[ 0.08422634  0.91577366]
[ 0.7146189  0.2853811]
[ 0.04354355  0.95645645]
[ 0.20904483  0.79095517]
[ 0.33069135  0.66930865]
[ 0.26037121  0.73962879]
[ 0.21104725  0.78895275]
[ 0.07455502  0.92544498]
[ 0.03443792  0.96556208]
[ 0.37937875  0.62062125]
[ 0.31234743  0.68765257]
[ 0.04358994  0.95641006]
[ 0.31234743  0.68765257]
[ 0.08500498  0.91499502]
[ 0.36058717  0.63941283]
[ 0.3095348  0.6904652]
[ 0.01087448  0.98912552]
[ 0.0096252  0.9903748]
[ 0.21214514  0.78785486]
[ 0.70619567  0.29380433]
[ 0.08896204  0.91103796]
[ 0.0502553  0.9497447]
[ 0.42153349  0.57846651]
[ 0.99704228  0.00295772]
[ 0.06774946  0.93225054]
[ 0.07468231  0.92531769]
[ 0.00875346  0.99124654]
[ 0.17142475  0.82857525]
[ 0.34641517  0.65358483]
[ 0.53009292  0.46990708]
[ 0.21214514  0.78785486]
[ 0.50000107  0.49999893]
[ 0.29458973  0.70541027]
[ 0.12743567  0.87256433]
[ 0.08340493  0.91659507]
[ 0.07512775  0.92487225]
[ 0.5495786  0.4504214]
[ 0.29147035  0.70852965]
[ 0.72911735  0.27088265]
[ 0.99704228  0.00295772]
[ 0.03422205  0.96577795]
[ 0.29488803  0.70511197]
[ 0.14277766  0.85722234]
[ 0.07830955  0.92169045]
[ 0.31234743  0.68765257]
[ 0.07373359  0.92626641]
[ 0.31234743  0.68765257]
[ 0.13793926  0.86206074]
[ 0.04067419  0.95932581]
[ 0.04167965  0.95832035]
[ 0.06061961  0.93938039]
[ 0.03644463  0.96355537]
[ 0.09061841  0.90938159]
[ 0.19979343  0.80020657]
[ 0.10826604  0.89173396]
[ 0.69460984  0.30539016]
[ 0.53961266  0.46038734]
[ 0.45684112  0.54315888]
[ 0.10978025  0.89021975]
[ 0.31234743  0.68765257]
[ 0.13269287  0.86730713]
[ 0.70685453  0.29314547]
[ 0.10077326  0.89922674]
[ 0.46122533  0.53877467]
[ 0.00249141  0.99750859]
[ 0.19302117  0.80697883]
[ 0.13029465  0.86970535]
[ 0.07365901  0.92634099]
[ 0.31234743  0.68765257]
[ 0.36100103  0.63899897]
[ 0.12253959  0.87746041]
[ 0.15597397  0.84402603]
[ 0.15856633  0.84143367]
[ 0.05217233  0.94782767]
[ 0.0455011  0.9544989]
[ 0.01722914  0.98277086]
[ 0.47914095  0.52085905]
[ 0.0189324  0.9810676]
[ 0.16813914  0.83186086]
[ 0.20666616  0.79333384]
[ 0.13420967  0.86579033]
[ 0.39013917  0.60986083]
[ 0.20839908  0.79160092]
[ 0.22241523  0.77758477]
[ 0.10535096  0.89464904]
[ 0.37594629  0.62405371]
[ 0.21214514  0.78785486]
[ 0.30648992  0.69351008]
[ 0.06633931  0.93366069]
[ 0.02313838  0.97686162]
[ 0.21937455  0.78062545]
[ 0.29986372  0.70013628]
[ 0.0024794  0.9975206]
[ 0.47162586  0.52837414]
[ 0.09697773  0.90302227]
[ 0.34982807  0.65017193]
[ 0.11798567  0.88201433]
[ 0.17791797  0.82208203]
[ 0.01386287  0.98613713]
[ 0.76226111  0.23773889]
[ 0.59176666  0.40823334]
[ 0.22590264  0.77409736]
[ 0.12796098  0.87203902]
[ 0.01812347  0.98187653]
[ 0.13926306  0.86073694]
[ 0.29458973  0.70541027]
[ 0.06308259  0.93691741]
[ 0.29458973  0.70541027]
[ 0.11296367  0.88703633]
[ 0.57285807  0.42714193]
[ 0.26460321  0.73539679]
[ 0.58250705  0.41749295]
[ 0.16111118  0.83888882]
[ 0.26737275  0.73262725]
[  9.21106354e-04   9.99078894e-01]
[ 0.06890218  0.93109782]
[ 0.29458973  0.70541027]
[ 0.15276683  0.84723317]
[ 0.6759502  0.3240498]
[ 0.1803926  0.8196074]
[ 0.5900001  0.4099999]
[ 0.18428388  0.81571612]
[ 0.21214514  0.78785486]
[ 0.01379656  0.98620344]
[ 0.1946059  0.8053941]
[ 0.06209652  0.93790348]
[ 0.06019917  0.93980083]
[ 0.13865849  0.86134151]
[ 0.17299696  0.82700304]
[ 0.09886193  0.90113807]
[ 0.70685453  0.29314547]
[ 0.21327962  0.78672038]
[ 0.21214514  0.78785486]
[ 0.22801438  0.77198562]
[ 0.47966613  0.52033387]
[ 0.21214514  0.78785486]
[ 0.22003502  0.77996498]
[ 0.26463882  0.73536118]
[ 0.53999796  0.46000204]
[ 0.50826301  0.49173699]
[ 0.08451306  0.91548694]
[ 0.01062799  0.98937201]
[ 0.2787864  0.7212136]
[ 0.30493879  0.69506121]
[ 0.03122766  0.96877234]
[ 0.00249141  0.99750859]
[ 0.03032996  0.96967004]
[ 0.11119157  0.88880843]
[ 0.20442751  0.79557249]
[ 0.01431371  0.98568629]
[ 0.17125579  0.82874421]
[ 0.02167769  0.97832231]
[ 0.06661564  0.93338436]
[ 0.08468101  0.91531899]
[ 0.08122167  0.91877833]
[ 0.06261245  0.93738755]
[ 0.06723493  0.93276507]
[ 0.01097984  0.98902016]
[ 0.65054253  0.34945747]
[ 0.01955546  0.98044454]
[ 0.08120291  0.91879709]
[ 0.07593201  0.92406799]
[ 0.21214514  0.78785486]
[ 0.23804994  0.76195006]
[ 0.0823318  0.9176682]
[ 0.08557965  0.91442035]
[ 0.07641188  0.92358812]
[ 0.17386887  0.82613113]
[ 0.31234743  0.68765257]
[ 0.01431371  0.98568629]
[ 0.13417551  0.86582449]
[ 0.2400205  0.7599795]
[ 0.07236103  0.92763897]
[ 0.25099334  0.74900666]
[ 0.3892242  0.6107758]
[ 0.11001386  0.88998614]
[ 0.28181324  0.71818676]
[ 0.13055262  0.86944738]
[ 0.72078083  0.27921917]
[ 0.46168308  0.53831692]
[ 0.36567869  0.63432131]
[ 0.15504271  0.84495729]
[ 0.40370557  0.59629443]
[ 0.24005216  0.75994784]
[ 0.99704228  0.00295772]
[ 0.49251024  0.50748976]
[ 0.11445726  0.88554274]
[ 0.31234743  0.68765257]
[ 0.29247153  0.70752847]
[ 0.00249141  0.99750859]
[ 0.68247911  0.31752089]
[ 0.50898623  0.49101377]
[ 0.02323297  0.97676703]
[ 0.10753569  0.89246431]
[ 0.01770837  0.98229163]
[ 0.37432587  0.62567413]
[ 0.23921203  0.76078797]
[ 0.23257304  0.76742696]
[ 0.04274434  0.95725566]
[ 0.16105002  0.83894998]
[ 0.37539472  0.62460528]
[ 0.3549339  0.6450661]
[ 0.25714952  0.74285048]
[ 0.1454126  0.8545874]
[ 0.76295393  0.23704607]
[ 0.21816829  0.78183171]
[ 0.42434581  0.57565419]
[ 0.371567  0.628433]
[ 0.00884537  0.99115463]
[ 0.01431371  0.98568629]
[ 0.41630828  0.58369172]
[ 0.07625206  0.92374794]
[ 0.20450967  0.79549033]
[ 0.16017731  0.83982269]
[ 0.29458973  0.70541027]
[ 0.23591289  0.76408711]
[ 0.3506725  0.6493275]
[ 0.00249141  0.99750859]
[ 0.0046964  0.9953036]
[ 0.00677946  0.99322054]
[ 0.29458973  0.70541027]
[ 0.07646439  0.92353561]
[ 0.66554146  0.33445854]
[ 0.04712504  0.95287496]
[ 0.21648885  0.78351115]
[ 0.99492718  0.00507282]
[ 0.17147598  0.82852402]
[ 0.27252086  0.72747914]
[ 0.43346077  0.56653923]
[ 0.08399589  0.91600411]
[ 0.12683058  0.87316942]
[ 0.36092262  0.63907738]
[ 0.00523684  0.99476316]
[ 0.03322642  0.96677358]
[ 0.1093911  0.8906089]
[ 0.42555193  0.57444807]
[ 0.04130624  0.95869376]
[ 0.13742996  0.86257004]
[ 0.04115964  0.95884036]
[ 0.35445685  0.64554315]
[ 0.45113049  0.54886951]
[ 0.10352688  0.89647312]
[ 0.32755336  0.67244664]
[ 0.12874467  0.87125533]
[ 0.21214514  0.78785486]
[ 0.2872149  0.7127851]
[ 0.06774946  0.93225054]
[ 0.51922072  0.48077928]
[ 0.3684592  0.6315408]
[ 0.23606947  0.76393053]
[ 0.03667295  0.96332705]
[ 0.03506938  0.96493062]
[ 0.18745842  0.81254158]
[ 0.14352787  0.85647213]
[ 0.3016796  0.6983204]
[ 0.16558052  0.83441948]
[ 0.1961129  0.8038871]
[ 0.1888669  0.8111331]
[ 0.30693302  0.69306698]
[ 0.37771614  0.62228386]
[ 0.38839813  0.61160187]
[ 0.24425051  0.75574949]
[ 0.23253966  0.76746034]
[ 0.32029234  0.67970766]
[ 0.26529229  0.73470771]
[ 0.07660852  0.92339148]
[ 0.66875944  0.33124056]
[ 0.17185557  0.82814443]
[ 0.35956808  0.64043192]
[ 0.33665697  0.66334303]
[ 0.16770394  0.83229606]
[ 0.29458973  0.70541027]
[ 0.05035129  0.94964871]
[ 0.21214514  0.78785486]
[ 0.23217666  0.76782334]
[ 0.23161884  0.76838116]
[ 0.11601988  0.88398012]
[ 0.26142206  0.73857794]
[ 0.14558519  0.85441481]
[ 0.00249141  0.99750859]
[ 0.00513236  0.99486764]
[ 0.00215968  0.99784032]
[ 0.10224233  0.89775767]
